sample,D,extractant,abbreviation,[extracant]_M,org_ligand,[org_ligand]_M,organic_diluent,acid,[acid]_M,T_K,contact_time,contact_time_units,additional_info
Pm,0.57,tributylphosphate,TBP,100.0,,,,HNO3,10.8,298.15,60,min,
Pm,1.03,tributylphosphate,TBP,100.0,,,,HNO3,12.0,298.15,60,min,
Pm,1.41,tributylphosphate,TBP,100.0,,,,HNO3,13.0,298.15,60,min,
Pm,2.0,tributylphosphate,TBP,100.0,,,,HNO3,14.1,298.15,60,min,
Pm,2.8,tributylphosphate,TBP,100.0,,,,HNO3,14.9,298.15,60,min,
Pm,4.3,tributylphosphate,TBP,100.0,,,,HNO3,15.8,298.15,60,min,
Pm,11.4,tributylphosphate,TBP,100.0,,,,HNO3,17.9,298.15,60,min,
Pm,13.2,tributylphosphate,TBP,100.0,,,,HNO3,18.4,298.15,60,min,
Sm,0.077,tributylphosphate,TBP,100.0,,,,HNO3,0.59,298.15,60,min,
Sm,0.21,tributylphosphate,TBP,100.0,,,,HNO3,1.04,298.15,60,min,
Sm,0.38,tributylphosphate,TBP,100.0,,,,HNO3,2.24,298.15,60,min,
Sm,0.42,tributylphosphate,TBP,100.0,,,,HNO3,3.25,298.15,60,min,
Sm,0.44,tributylphosphate,TBP,100.0,,,,HNO3,4.48,298.15,60,min,
Sm,0.46,tributylphosphate,TBP,100.0,,,,HNO3,5.06,298.15,60,min,
Sm,0.45,tributylphosphate,TBP,100.0,,,,HNO3,5.96,298.15,60,min,
Sm,0.46,tributylphosphate,TBP,100.0,,,,HNO3,7.01,298.15,60,min,
Sm,0.5,tributylphosphate,TBP,100.0,,,,HNO3,7.91,298.15,60,min,
Sm,0.6,tributylphosphate,TBP,100.0,,,,HNO3,9.04,298.15,60,min,
Sm,0.83,tributylphosphate,TBP,100.0,,,,HNO3,10.0,298.15,60,min,
Sm,1.08,tributylphosphate,TBP,100.0,,,,HNO3,11.0,298.15,60,min,
Sm,1.16,tributylphosphate,TBP,100.0,,,,HNO3,11.3,298.15,60,min,
Sm,2.2,tributylphosphate,TBP,100.0,,,,HNO3,12.5,298.15,60,min,
Sm,2.8,tributylphosphate,TBP,100.0,,,,HNO3,13.3,298.15,60,min,
Sm,4.1,tributylphosphate,TBP,100.0,,,,HNO3,13.9,298.15,60,min,
Sm,5.9,tributylphosphate,TBP,100.0,,,,HNO3,14.7,298.15,60,min,
Sm,10.4,tributylphosphate,TBP,100.0,,,,HNO3,15.7,298.15,60,min,
Gd,0.108,tributylphosphate,TBP,100.0,,,,HNO3,0.72,298.15,60,min,
Gd,0.193,tributylphosphate,TBP,100.0,,,,HNO3,1.29,298.15,60,min,
Gd,0.31,tributylphosphate,TBP,100.0,,,,HNO3,2.31,298.15,60,min,
Gd,0.37,tributylphosphate,TBP,100.0,,,,HNO3,2.94,298.15,60,min,
Gd,0.42,tributylphosphate,TBP,100.0,,,,HNO3,3.56,298.15,60,min,
Gd,0.49,tributylphosphate,TBP,100.0,,,,HNO3,4.58,298.15,60,min,
Gd,0.52,tributylphosphate,TBP,100.0,,,,HNO3,5.47,298.15,60,min,
Gd,0.63,tributylphosphate,TBP,100.0,,,,HNO3,6.4,298.15,60,min,
Gd,0.7,tributylphosphate,TBP,100.0,,,,HNO3,7.54,298.15,60,min,
Gd,0.95,tributylphosphate,TBP,100.0,,,,HNO3,8.67,298.15,60,min,
Gd,1.14,tributylphosphate,TBP,100.0,,,,HNO3,9.4,298.15,60,min,
Gd,1.7,tributylphosphate,TBP,100.0,,,,HNO3,10.6,298.15,60,min,
Gd,2.8,tributylphosphate,TBP,100.0,,,,HNO3,11.2,298.15,60,min,
Gd,4.6,tributylphosphate,TBP,100.0,,,,HNO3,12.2,298.15,60,min,
Gd,7.6,tributylphosphate,TBP,100.0,,,,HNO3,13.0,298.15,60,min,
Gd,11.0,tributylphosphate,TBP,100.0,,,,HNO3,13.7,298.15,60,min,
Gd,18.5,tributylphosphate,TBP,100.0,,,,HNO3,14.5,298.15,60,min,
Gd,25.0,tributylphosphate,TBP,100.0,,,,HNO3,15.3,298.15,60,min,
Tb,0.21,tributylphosphate,TBP,100.0,,,,HNO3,1.36,298.15,60,min,
Tb,0.39,tributylphosphate,TBP,100.0,,,,HNO3,2.55,298.15,60,min,
Tb,0.57,tributylphosphate,TBP,100.0,,,,HNO3,4.29,298.15,60,min,
Tb,0.7,tributylphosphate,TBP,100.0,,,,HNO3,4.95,298.15,60,min,
Tb,0.72,tributylphosphate,TBP,100.0,,,,HNO3,5.8,298.15,60,min,
Tb,0.73,tributylphosphate,TBP,100.0,,,,HNO3,5.83,298.15,60,min,
Tb,0.87,tributylphosphate,TBP,100.0,,,,HNO3,7.05,298.15,60,min,
Tb,0.85,tributylphosphate,TBP,100.0,,,,HNO3,7.1,298.15,60,min,
Tb,1.19,tributylphosphate,TBP,100.0,,,,HNO3,8.1,298.15,60,min,
Tb,1.55,tributylphosphate,TBP,100.0,,,,HNO3,9.15,298.15,60,min,
Tb,2.0,tributylphosphate,TBP,100.0,,,,HNO3,9.77,298.15,60,min,
Tb,3.0,tributylphosphate,TBP,100.0,,,,HNO3,10.6,298.15,60,min,
Tb,8.2,tributylphosphate,TBP,100.0,,,,HNO3,12.3,298.15,60,min,
Tb,12.7,tributylphosphate,TBP,100.0,,,,HNO3,13.0,298.15,60,min,
Tb,24.0,tributylphosphate,TBP,100.0,,,,HNO3,14.1,298.15,60,min,
Tb,53.0,tributylphosphate,TBP,100.0,,,,HNO3,15.3,298.15,60,min,
Dy,0.031,tributylphosphate,TBP,100.0,,,,HNO3,0.3,298.15,60,min,
Dy,0.084,tributylphosphate,TBP,100.0,,,,HNO3,0.78,298.15,60,min,
Dy,0.123,tributylphosphate,TBP,100.0,,,,HNO3,1.09,298.15,60,min,
Dy,0.25,tributylphosphate,TBP,100.0,,,,HNO3,2.05,298.15,60,min,
Dy,0.35,tributylphosphate,TBP,100.0,,,,HNO3,2.64,298.15,60,min,
Dy,0.51,tributylphosphate,TBP,100.0,,,,HNO3,3.67,298.15,60,min,
Dy,0.67,tributylphosphate,TBP,100.0,,,,HNO3,4.9,298.15,60,min,
Dy,0.83,tributylphosphate,TBP,100.0,,,,HNO3,5.9,298.15,60,min,
Dy,0.99,tributylphosphate,TBP,100.0,,,,HNO3,6.84,298.15,60,min,
Dy,1.16,tributylphosphate,TBP,100.0,,,,HNO3,7.78,298.15,60,min,
Dy,2.3,tributylphosphate,TBP,100.0,,,,HNO3,9.54,298.15,60,min,
Dy,3.7,tributylphosphate,TBP,100.0,,,,HNO3,10.5,298.15,60,min,
Dy,5.3,tributylphosphate,TBP,100.0,,,,HNO3,11.0,298.15,60,min,
Dy,11.1,tributylphosphate,TBP,100.0,,,,HNO3,12.1,298.15,60,min,
Dy,19.5,tributylphosphate,TBP,100.0,,,,HNO3,13.1,298.15,60,min,
Dy,38.0,tributylphosphate,TBP,100.0,,,,HNO3,14.2,298.15,60,min,
Dy,61.0,tributylphosphate,TBP,100.0,,,,HNO3,14.9,298.15,60,min,
Dy,93.0,tributylphosphate,TBP,100.0,,,,HNO3,15.6,298.15,60,min,
Dy,174.0,tributylphosphate,TBP,100.0,,,,HNO3,16.6,298.15,60,min,
Ho,0.071,tributylphosphate,TBP,100.0,,,,HNO3,0.72,298.15,60,min,
Ho,0.129,tributylphosphate,TBP,100.0,,,,HNO3,1.23,298.15,60,min,
Ho,0.42,tributylphosphate,TBP,100.0,,,,HNO3,3.31,298.15,60,min,
Ho,0.6,tributylphosphate,TBP,100.0,,,,HNO3,4.1,298.15,60,min,
Ho,0.73,tributylphosphate,TBP,100.0,,,,HNO3,5.15,298.15,60,min,
Ho,1.3,tributylphosphate,TBP,100.0,,,,HNO3,7.47,298.15,60,min,
Ho,1.99,tributylphosphate,TBP,100.0,,,,HNO3,8.47,298.15,60,min,
Ho,3.5,tributylphosphate,TBP,100.0,,,,HNO3,9.45,298.15,60,min,
Ho,9.3,tributylphosphate,TBP,100.0,,,,HNO3,11.1,298.15,60,min,
Ho,19.1,tributylphosphate,TBP,100.0,,,,HNO3,12.3,298.15,60,min,
Ho,24.0,tributylphosphate,TBP,100.0,,,,HNO3,13.0,298.15,60,min,
Ho,47.0,tributylphosphate,TBP,100.0,,,,HNO3,14.0,298.15,60,min,
Ho,117.0,tributylphosphate,TBP,100.0,,,,HNO3,15.5,298.15,60,min,
Er,0.028,tributylphosphate,TBP,100.0,,,,HNO3,0.39,298.15,60,min,
Er,0.048,tributylphosphate,TBP,100.0,,,,HNO3,0.79,298.15,60,min,
Er,0.149,tributylphosphate,TBP,100.0,,,,HNO3,1.51,298.15,60,min,
Er,0.25,tributylphosphate,TBP,100.0,,,,HNO3,2.05,298.15,60,min,
Er,0.58,tributylphosphate,TBP,100.0,,,,HNO3,3.46,298.15,60,min,
Er,0.7,tributylphosphate,TBP,100.0,,,,HNO3,4.1,298.15,60,min,
Er,0.88,tributylphosphate,TBP,100.0,,,,HNO3,4.85,298.15,60,min,
Er,0.83,tributylphosphate,TBP,100.0,,,,HNO3,4.89,298.15,60,min,
Er,1.0,tributylphosphate,TBP,100.0,,,,HNO3,5.51,298.15,60,min,
Er,1.18,tributylphosphate,TBP,100.0,,,,HNO3,6.33,298.15,60,min,
Er,1.31,tributylphosphate,TBP,100.0,,,,HNO3,6.57,298.15,60,min,
Er,1.58,tributylphosphate,TBP,100.0,,,,HNO3,7.3,298.15,60,min,
Er,2.9,tributylphosphate,TBP,100.0,,,,HNO3,8.81,298.15,60,min,
Er,4.8,tributylphosphate,TBP,100.0,,,,HNO3,9.67,298.15,60,min,
Er,6.1,tributylphosphate,TBP,100.0,,,,HNO3,10.1,298.15,60,min,
Er,12.2,tributylphosphate,TBP,100.0,,,,HNO3,11.0,298.15,60,min,
Er,33.0,tributylphosphate,TBP,100.0,,,,HNO3,12.9,298.15,60,min,
Er,48.0,tributylphosphate,TBP,100.0,,,,HNO3,13.5,298.15,60,min,
Er,68.0,tributylphosphate,TBP,100.0,,,,HNO3,14.1,298.15,60,min,
Er,99.0,tributylphosphate,TBP,100.0,,,,HNO3,14.7,298.15,60,min,
Er,137.0,tributylphosphate,TBP,100.0,,,,HNO3,15.3,298.15,60,min,
Er,186.0,tributylphosphate,TBP,100.0,,,,HNO3,15.8,298.15,60,min,
Er,770.0,tributylphosphate,TBP,100.0,,,,HNO3,18.0,298.15,60,min,
La,0.043,tributylphosphate,TBP,2.0,,,n-Dodecane,HNO3,3.0,298.15,,,0.5M Ln(NO3)3
Pr,0.082,tributylphosphate,TBP,2.0,,,n-Dodecane,HNO3,3.0,298.15,,,0.5M Ln(NO3)3
Nd,0.082,tributylphosphate,TBP,2.0,,,n-Dodecane,HNO3,3.0,298.15,,,0.5M Ln(NO3)3
Sm,0.142,tributylphosphate,TBP,2.0,,,n-Dodecane,HNO3,3.0,298.15,,,0.5M Ln(NO3)3
Y,0.072,tributylphosphate,TBP,2.0,,,n-Dodecane,HNO3,3.0,298.15,,,0.5M Ln(NO3)3
La,0.116,tributylphosphate,TBP,2.0,,,n-Dodecane,HNO3,1.0,298.15,,,0.5M Ln(NO3)3
Pr,0.127,tributylphosphate,TBP,2.0,,,n-Dodecane,HNO3,1.0,298.15,,,0.5M Ln(NO3)3
Nd,0.151,tributylphosphate,TBP,2.0,,,n-Dodecane,HNO3,1.0,298.15,,,0.5M Ln(NO3)3
Sm,0.191,tributylphosphate,TBP,2.0,,,n-Dodecane,HNO3,1.0,298.15,,,0.5M Ln(NO3)3
Y,0.114,tributylphosphate,TBP,2.0,,,n-Dodecane,HNO3,1.0,298.15,,,0.5M Ln(NO3)3
U,1.48,tributylphosphate,TBP,0.1,,,Benzene,HNO3,3.0,,,,
Th,8.3,tributylphosphate,TBP,0.1,,,Benzene,HNO3,3.0,,,,
Ce,0.026,tributylphosphate,TBP,0.1,,,Benzene,HNO3,3.0,,,,
Pm,0.05,tributylphosphate,TBP,0.1,,,Benzene,HNO3,3.0,,,,
Y,0.044,tributylphosphate,TBP,0.1,,,Benzene,HNO3,3.0,,,,
Nd,7.6,tributylphosphate,TBP,,,,,HNO3,3.0,,,,Salting-out Agent
Nd,2.7,tributylphosphate,TBP,,,,,HNO3,0.76,,,,Salting-out Agent
Nd,2.5,tributylphosphate,TBP,,,,,HNO3,1.36,,,,Salting-out Agent
Nd,2.4,tributylphosphate,TBP,,,,,HNO3,2.02,,,,Salting-out Agent
Nd,2.3,tributylphosphate,TBP,,,,,HNO3,2.98,,,,Salting-out Agent
Nd,2.0,tributylphosphate,TBP,,,,,HNO3,5.91,,,,Salting-out Agent
Eu(III),1.84,tributylphosphate,TBP,0.37,,,Cyclohexane,,,,,,NH4SCN; pH 4
Eu(III),1.75,tributylphosphate,TBP,0.37,,,n-Hexane,,,,,,NH4SCN; pH 4
Eu(III),1.72,tributylphosphate,TBP,0.37,,,Kerosene,,,,,,NH4SCN; pH 4
Eu(III),0.466,tributylphosphate,TBP,0.37,,,Cyclohexanol,,,,,,NH4SCN; pH 4
Eu(III),0.073,tributylphosphate,TBP,0.37,,,MIBK,,,,,,NH4SCN; pH 4
Eu(III),0.037,tributylphosphate,TBP,0.37,,,Butyl acetate,,,,,,NH4SCN; pH 4
Eu(III),0.035,tributylphosphate,TBP,0.37,,,Dimethyl benzene,,,,,,NH4SCN; pH 4
Eu(III),0.021,tributylphosphate,TBP,0.37,,,Carbon tetrachloride,,,,,,NH4SCN; pH 4
Eu(III),0.02,tributylphosphate,TBP,0.37,,,Benzene,,,,,,NH4SCN; pH 4
Eu(III),0.02,tributylphosphate,TBP,0.37,,,o-Dichlorobenzene,,,,,,NH4SCN; pH 4
Eu(III),0.001,tributylphosphate,TBP,0.37,,,Trichloromethane,,,,,,NH4SCN; pH 4
Eu(III),0.001,tributylphosphate,TBP,0.37,,,Dichloromethane,,,,,,NH4SCN; pH 4
La,0.006,tributylphosphate,TBP,0.5,,,Benzene,,,298.15,10,min,6M NH4NO3; 0.1M Ln(NO3)3; pH 5; org/aq=1
Ce,0.012,tributylphosphate,TBP,0.5,,,Benzene,,,298.15,10,min,6M NH4NO3; 0.1M Ln(NO3)3; pH 5; org/aq=1
Pr,0.021,tributylphosphate,TBP,0.5,,,Benzene,,,298.15,10,min,6M NH4NO3; 0.1M Ln(NO3)3; pH 5; org/aq=1
Nd,0.029,tributylphosphate,TBP,0.5,,,Benzene,,,298.15,10,min,6M NH4NO3; 0.1M Ln(NO3)3; pH 5; org/aq=1
Sm,0.063,tributylphosphate,TBP,0.5,,,Benzene,,,298.15,10,min,6M NH4NO3; 0.1M Ln(NO3)3; pH 5; org/aq=1
Eu,0.063,tributylphosphate,TBP,0.5,,,Benzene,,,298.15,10,min,6M NH4NO3; 0.1M Ln(NO3)3; pH 5; org/aq=1
Gd,0.063,tributylphosphate,TBP,0.5,,,Benzene,,,298.15,10,min,6M NH4NO3; 0.1M Ln(NO3)3; pH 5; org/aq=1
Tb,0.095,tributylphosphate,TBP,0.5,,,Benzene,,,298.15,10,min,6M NH4NO3; 0.1M Ln(NO3)3; pH 5; org/aq=1
Dy,0.081,tributylphosphate,TBP,0.5,,,Benzene,,,298.15,10,min,6M NH4NO3; 0.1M Ln(NO3)3; pH 5; org/aq=1
Ho,0.074,tributylphosphate,TBP,0.5,,,Benzene,,,298.15,10,min,6M NH4NO3; 0.1M Ln(NO3)3; pH 5; org/aq=1
Er,0.074,tributylphosphate,TBP,0.5,,,Benzene,,,298.15,10,min,6M NH4NO3; 0.1M Ln(NO3)3; pH 5; org/aq=1
Yb,0.031,tributylphosphate,TBP,0.5,,,Benzene,,,298.15,10,min,6M NH4NO3; 0.1M Ln(NO3)3; pH 5; org/aq=1
Lu,0.026,tributylphosphate,TBP,0.5,,,Benzene,,,298.15,10,min,6M NH4NO3; 0.1M Ln(NO3)3; pH 5; org/aq=1
Y,0.049,tributylphosphate,TBP,0.5,,,Benzene,,,298.15,10,min,6M NH4NO3; 0.1M Ln(NO3)3; pH 5; org/aq=1
La,0.011,tributylphosphate,TBP,0.5,,,Benzene,,,298.15,10,min,8M NH4NO3; 0.1M Ln(NO3)3; pH 5; org/aq=1
Ce,0.023,tributylphosphate,TBP,0.5,,,Benzene,,,298.15,10,min,8M NH4NO3; 0.1M Ln(NO3)3; pH 5; org/aq=1
Pr,0.045,tributylphosphate,TBP,0.5,,,Benzene,,,298.15,10,min,8M NH4NO3; 0.1M Ln(NO3)3; pH 5; org/aq=1
Nd,0.071,tributylphosphate,TBP,0.5,,,Benzene,,,298.15,10,min,8M NH4NO3; 0.1M Ln(NO3)3; pH 5; org/aq=1
Sm,0.111,tributylphosphate,TBP,0.5,,,Benzene,,,298.15,10,min,8M NH4NO3; 0.1M Ln(NO3)3; pH 5; org/aq=1
Eu,0.155,tributylphosphate,TBP,0.5,,,Benzene,,,298.15,10,min,8M NH4NO3; 0.1M Ln(NO3)3; pH 5; org/aq=1
Gd,0.15,tributylphosphate,TBP,0.5,,,Benzene,,,298.15,10,min,8M NH4NO3; 0.1M Ln(NO3)3; pH 5; org/aq=1
Tb,0.21,tributylphosphate,TBP,0.5,,,Benzene,,,298.15,10,min,8M NH4NO3; 0.1M Ln(NO3)3; pH 5; org/aq=1
Dy,0.195,tributylphosphate,TBP,0.5,,,Benzene,,,298.15,10,min,8M NH4NO3; 0.1M Ln(NO3)3; pH 5; org/aq=1
Ho,0.17,tributylphosphate,TBP,0.5,,,Benzene,,,298.15,10,min,8M NH4NO3; 0.1M Ln(NO3)3; pH 5; org/aq=1
Er,0.168,tributylphosphate,TBP,0.5,,,Benzene,,,298.15,10,min,8M NH4NO3; 0.1M Ln(NO3)3; pH 5; org/aq=1
Yb,0.11,tributylphosphate,TBP,0.5,,,Benzene,,,298.15,10,min,8M NH4NO3; 0.1M Ln(NO3)3; pH 5; org/aq=1
Lu,0.13,tributylphosphate,TBP,0.5,,,Benzene,,,298.15,10,min,8M NH4NO3; 0.1M Ln(NO3)3; pH 5; org/aq=1
Y,0.138,tributylphosphate,TBP,0.5,,,Benzene,,,298.15,10,min,8M NH4NO3; 0.1M Ln(NO3)3; pH 5; org/aq=1
La,0.021,tributylphosphate,TBP,0.5,,,Benzene,,,298.15,10,min,10M NH4NO3; 0.1M Ln(NO3)3; pH 5; org/aq=1
Ce,0.058,tributylphosphate,TBP,0.5,,,Benzene,,,298.15,10,min,10M NH4NO3; 0.1M Ln(NO3)3; pH 5; org/aq=1
Pr,0.09,tributylphosphate,TBP,0.5,,,Benzene,,,298.15,10,min,10M NH4NO3; 0.1M Ln(NO3)3; pH 5; org/aq=1
Nd,0.149,tributylphosphate,TBP,0.5,,,Benzene,,,298.15,10,min,10M NH4NO3; 0.1M Ln(NO3)3; pH 5; org/aq=1
Sm,0.275,tributylphosphate,TBP,0.5,,,Benzene,,,298.15,10,min,10M NH4NO3; 0.1M Ln(NO3)3; pH 5; org/aq=1
Eu,0.41,tributylphosphate,TBP,0.5,,,Benzene,,,298.15,10,min,10M NH4NO3; 0.1M Ln(NO3)3; pH 5; org/aq=1
Gd,0.41,tributylphosphate,TBP,0.5,,,Benzene,,,298.15,10,min,10M NH4NO3; 0.1M Ln(NO3)3; pH 5; org/aq=1
Tb,0.5,tributylphosphate,TBP,0.5,,,Benzene,,,298.15,10,min,10M NH4NO3; 0.1M Ln(NO3)3; pH 5; org/aq=1
Dy,0.46,tributylphosphate,TBP,0.5,,,Benzene,,,298.15,10,min,10M NH4NO3; 0.1M Ln(NO3)3; pH 5; org/aq=1
Ho,0.48,tributylphosphate,TBP,0.5,,,Benzene,,,298.15,10,min,10M NH4NO3; 0.1M Ln(NO3)3; pH 5; org/aq=1
Er,0.42,tributylphosphate,TBP,0.5,,,Benzene,,,298.15,10,min,10M NH4NO3; 0.1M Ln(NO3)3; pH 5; org/aq=1
Yb,0.265,tributylphosphate,TBP,0.5,,,Benzene,,,298.15,10,min,10M NH4NO3; 0.1M Ln(NO3)3; pH 5; org/aq=1
Lu,0.26,tributylphosphate,TBP,0.5,,,Benzene,,,298.15,10,min,10M NH4NO3; 0.1M Ln(NO3)3; pH 5; org/aq=1
Y,0.26,tributylphosphate,TBP,0.5,,,Benzene,,,298.15,10,min,10M NH4NO3; 0.1M Ln(NO3)3; pH 5; org/aq=1
Ce,0.042,tributylphosphate,TBP,0.42,,,,HNO3,0.1,,,,1.14M Al(NO3)3; 4.5 g/l of CeO2; 5.8 of g/l Pr6O11
Ce,0.084,tributylphosphate,TBP,0.42,,,,HNO3,0.1,,,,1.43M Al(NO3)3; 4.5 g/l of CeO2; 5.8 of g/l Pr6O11
Ce,0.15,tributylphosphate,TBP,0.42,,,,HNO3,0.1,,,,1.71M Al(NO3)3; 4.5 g/l of CeO2; 5.8 of g/l Pr6O11
Ce,0.012,tributylphosphate,TBP,0.42,,,,HNO3,0.6,,,,1.71M Al(NO3)3; 4.5 g/l of CeO2; 5.8 of g/l Pr6O11
Ce,0.0025,tributylphosphate,TBP,0.42,,,,HNO3,1.2,,,,1.71M Al(NO3)3; 4.5 g/l of CeO2; 5.8 of g/l Pr6O11
Pr,0.061,tributylphosphate,TBP,0.42,,,,HNO3,0.1,,,,1.14M Al(NO3)3; 4.5 g/l of CeO2; 5.8 of g/l Pr6O11
Pr,0.16,tributylphosphate,TBP,0.42,,,,HNO3,0.1,,,,1.43M Al(NO3)3; 4.5 g/l of CeO2; 5.8 of g/l Pr6O11
Pr,0.27,tributylphosphate,TBP,0.42,,,,HNO3,0.1,,,,1.71M Al(NO3)3; 4.5 g/l of CeO2; 5.8 of g/l Pr6O11
Pr,0.026,tributylphosphate,TBP,0.42,,,,HNO3,0.6,,,,1.71M Al(NO3)3; 4.5 g/l of CeO2; 5.8 of g/l Pr6O11
Pr,0.005,tributylphosphate,TBP,0.42,,,,HNO3,1.2,,,,1.71M Al(NO3)3; 4.5 g/l of CeO2; 5.8 of g/l Pr6O11
La,0.109,tributylphosphate,TBP,,,,TBP Undiluting,HNO3,12.5,283.15,5,min,Rare-earth <0.4E-4mg/cm3; org/aq=1 (50 ml each)
Ce,0.218,tributylphosphate,TBP,,,,TBP Undiluting,HNO3,12.5,283.15,5,min,Rare-earth <0.4E-4mg/cm3; org/aq=1 (50 ml each)
Pr,0.349,tributylphosphate,TBP,,,,TBP Undiluting,HNO3,12.5,283.15,5,min,Rare-earth <0.4E-4mg/cm3; org/aq=1 (50 ml each)
Nd,0.445,tributylphosphate,TBP,,,,TBP Undiluting,HNO3,12.5,283.15,5,min,Rare-earth <0.4E-4mg/cm3; org/aq=1 (50 ml each)
Pm,0.8,tributylphosphate,TBP,,,,TBP Undiluting,HNO3,12.5,283.15,5,min,Rare-earth <0.4E-4mg/cm3; org/aq=1 (50 ml each)
Sm,1.64,tributylphosphate,TBP,,,,TBP Undiluting,HNO3,12.5,283.15,5,min,Rare-earth <0.4E-4mg/cm3; org/aq=1 (50 ml each)
Eu(III),2.81,tributylphosphate,TBP,,,,TBP Undiluting,HNO3,12.5,283.15,5,min,Rare-earth <0.4E-4mg/cm3; org/aq=1 (50 ml each)
Gd,4.03,tributylphosphate,TBP,,,,TBP Undiluting,HNO3,12.5,283.15,5,min,Rare-earth <0.4E-4mg/cm3; org/aq=1 (50 ml each)
Tb,9.22,tributylphosphate,TBP,,,,TBP Undiluting,HNO3,12.5,283.15,5,min,Rare-earth <0.4E-4mg/cm3; org/aq=1 (50 ml each)
Dy,13.8,tributylphosphate,TBP,,,,TBP Undiluting,HNO3,12.5,283.15,5,min,Rare-earth <0.4E-4mg/cm3; org/aq=1 (50 ml each)
Ho,18.0,tributylphosphate,TBP,,,,TBP Undiluting,HNO3,12.5,283.15,5,min,Rare-earth <0.4E-4mg/cm3; org/aq=1 (50 ml each)
Er,24.9,tributylphosphate,TBP,,,,TBP Undiluting,HNO3,12.5,283.15,5,min,Rare-earth <0.4E-4mg/cm3; org/aq=1 (50 ml each)
Tm,40.2,tributylphosphate,TBP,,,,TBP Undiluting,HNO3,12.5,283.15,5,min,Rare-earth <0.4E-4mg/cm3; org/aq=1 (50 ml each)
Yb,57.0,tributylphosphate,TBP,,,,TBP Undiluting,HNO3,12.5,283.15,5,min,Rare-earth <0.4E-4mg/cm3; org/aq=1 (50 ml each)
Lu,69.0,tributylphosphate,TBP,,,,TBP Undiluting,HNO3,12.5,283.15,5,min,Rare-earth <0.4E-4mg/cm3; org/aq=1 (50 ml each)
La,0.1,tributylphosphate,TBP,,,,TBP Undiluting,HNO3,12.5,290.15,5,min,Rare-earth <0.4E-4mg/cm3; org/aq=1 (50 ml each)
Ce,0.201,tributylphosphate,TBP,,,,TBP Undiluting,HNO3,12.5,290.15,5,min,Rare-earth <0.4E-4mg/cm3; org/aq=1 (50 ml each)
Pr,0.32,tributylphosphate,TBP,,,,TBP Undiluting,HNO3,12.5,290.15,5,min,Rare-earth <0.4E-4mg/cm3; org/aq=1 (50 ml each)
Nd,0.702,tributylphosphate,TBP,,,,TBP Undiluting,HNO3,12.5,290.15,5,min,Rare-earth <0.4E-4mg/cm3; org/aq=1 (50 ml each)
Pm,0.702,tributylphosphate,TBP,,,,TBP Undiluting,HNO3,12.5,290.15,5,min,Rare-earth <0.4E-4mg/cm3; org/aq=1 (50 ml each)
Sm,1.42,tributylphosphate,TBP,,,,TBP Undiluting,HNO3,12.5,290.15,5,min,Rare-earth <0.4E-4mg/cm3; org/aq=1 (50 ml each)
Eu(III),2.42,tributylphosphate,TBP,,,,TBP Undiluting,HNO3,12.5,290.15,5,min,Rare-earth <0.4E-4mg/cm3; org/aq=1 (50 ml each)
Gd,3.43,tributylphosphate,TBP,,,,TBP Undiluting,HNO3,12.5,290.15,5,min,Rare-earth <0.4E-4mg/cm3; org/aq=1 (50 ml each)
Tb,7.6,tributylphosphate,TBP,,,,TBP Undiluting,HNO3,12.5,290.15,5,min,Rare-earth <0.4E-4mg/cm3; org/aq=1 (50 ml each)
Dy,11.2,tributylphosphate,TBP,,,,TBP Undiluting,HNO3,12.5,290.15,5,min,Rare-earth <0.4E-4mg/cm3; org/aq=1 (50 ml each)
Ho,14.5,tributylphosphate,TBP,,,,TBP Undiluting,HNO3,12.5,290.15,5,min,Rare-earth <0.4E-4mg/cm3; org/aq=1 (50 ml each)
Er,19.9,tributylphosphate,TBP,,,,TBP Undiluting,HNO3,12.5,290.15,5,min,Rare-earth <0.4E-4mg/cm3; org/aq=1 (50 ml each)
Tm,31.4,tributylphosphate,TBP,,,,TBP Undiluting,HNO3,12.5,290.15,5,min,Rare-earth <0.4E-4mg/cm3; org/aq=1 (50 ml each)
Yb,44.2,tributylphosphate,TBP,,,,TBP Undiluting,HNO3,12.5,290.15,5,min,Rare-earth <0.4E-4mg/cm3; org/aq=1 (50 ml each)
Lu,55.0,tributylphosphate,TBP,,,,TBP Undiluting,HNO3,12.5,290.15,5,min,Rare-earth <0.4E-4mg/cm3; org/aq=1 (50 ml each)
La,0.092,tributylphosphate,TBP,,,,TBP Undiluting,HNO3,12.5,298.15,5,min,Rare-earth <0.4E-4mg/cm3; org/aq=1 (50 ml each)
Ce,0.184,tributylphosphate,TBP,,,,TBP Undiluting,HNO3,12.5,298.15,5,min,Rare-earth <0.4E-4mg/cm3; org/aq=1 (50 ml each)
Pr,0.291,tributylphosphate,TBP,,,,TBP Undiluting,HNO3,12.5,298.15,5,min,Rare-earth <0.4E-4mg/cm3; org/aq=1 (50 ml each)
Nd,0.622,tributylphosphate,TBP,,,,TBP Undiluting,HNO3,12.5,298.15,5,min,Rare-earth <0.4E-4mg/cm3; org/aq=1 (50 ml each)
Pm,0.622,tributylphosphate,TBP,,,,TBP Undiluting,HNO3,12.5,298.15,5,min,Rare-earth <0.4E-4mg/cm3; org/aq=1 (50 ml each)
